uniprot_gn_id	Subcellular.location..CC.	Intramembrane	Topological.domain	Transmembrane
P07949	SUBCELLULAR LOCATION: Cell membrane {ECO:0000269|PubMed:19823924, ECO:0000269|PubMed:21994944, ECO:0000269|PubMed:23333276, ECO:0000269|PubMed:28953886}; Single-pass type I membrane protein {ECO:0000269|PubMed:19823924}. Endosome membrane {ECO:0000269|PubMed:19823924, ECO:0000269|PubMed:23333276}; Single-pass type I membrane protein {ECO:0000269|PubMed:19823924}. Note=Predominantly located on the plasma membrane. In the presence of SORL1 and GFRA1, directed to endosomes. {ECO:0000269|PubMed:23333276}.	NA	TOPO_DOM 29..635;  /note=Extracellular;  /evidence=ECO:0000255; TOPO_DOM 658..1114;  /note=Cytoplasmic;  /evidence=ECO:0000255	TRANSMEM 636..657;  /note=Helical;  /evidence=ECO:0000255
Q02094	SUBCELLULAR LOCATION: Membrane {ECO:0000269|PubMed:18931342, ECO:0000269|PubMed:22012326}; Multi-pass membrane protein.	NA	TOPO_DOM 1..2;  /note=Cytoplasmic;  /evidence=ECO:0000255; TOPO_DOM 24..51;  /note=Extracellular;  /evidence=ECO:0000255; TOPO_DOM 73..79;  /note=Cytoplasmic;  /evidence=ECO:0000255; TOPO_DOM 101..113;  /note=Extracellular;  /evidence=ECO:0000255; TOPO_DOM 135..142;  /note=Cytoplasmic;  /evidence=ECO:0000255; TOPO_DOM 164..167;  /note=Extracellular;  /evidence=ECO:0000255; TOPO_DOM 189..208;  /note=Cytoplasmic;  /evidence=ECO:0000255; TOPO_DOM 230..239;  /note=Extracellular;  /evidence=ECO:0000255; TOPO_DOM 261..268;  /note=Cytoplasmic;  /evidence=ECO:0000255; TOPO_DOM 292..295;  /note=Extracellular;  /evidence=ECO:0000255; TOPO_DOM 319..332;  /note=Cytoplasmic;  /evidence=ECO:0000255; TOPO_DOM 354..362;  /note=Extracellular;  /evidence=ECO:0000255; TOPO_DOM 384..409;  /note=Cytoplasmic;  /evidence=ECO:0000255	TRANSMEM 3..23;  /note=Helical;  /evidence=ECO:0000255; TRANSMEM 52..72;  /note=Helical;  /evidence=ECO:0000255; TRANSMEM 80..100;  /note=Helical;  /evidence=ECO:0000255; TRANSMEM 114..134;  /note=Helical;  /evidence=ECO:0000255; TRANSMEM 143..163;  /note=Helical;  /evidence=ECO:0000255; TRANSMEM 168..188;  /note=Helical;  /evidence=ECO:0000255; TRANSMEM 209..229;  /note=Helical;  /evidence=ECO:0000255; TRANSMEM 240..260;  /note=Helical;  /evidence=ECO:0000255; TRANSMEM 269..291;  /note=Helical;  /evidence=ECO:0000255; TRANSMEM 296..318;  /note=Helical;  /evidence=ECO:0000255; TRANSMEM 333..353;  /note=Helical;  /evidence=ECO:0000255; TRANSMEM 363..383;  /note=Helical;  /evidence=ECO:0000255
Q9NX52	SUBCELLULAR LOCATION: [Rhomboid-related protein 2, C-terminal fragment]: Cell membrane {ECO:0000269|PubMed:19850051}; Multi-pass membrane protein {ECO:0000255}.	NA	NA	TRANSMEM 72..92;  /note=Helical;  /evidence=ECO:0000255; TRANSMEM 128..148;  /note=Helical;  /evidence=ECO:0000255; TRANSMEM 159..179;  /note=Helical;  /evidence=ECO:0000255; TRANSMEM 183..203;  /note=Helical;  /evidence=ECO:0000255; TRANSMEM 212..232;  /note=Helical;  /evidence=ECO:0000255; TRANSMEM 245..265;  /note=Helical;  /evidence=ECO:0000255; TRANSMEM 278..298;  /note=Helical;  /evidence=ECO:0000255
Q9Y6N7	SUBCELLULAR LOCATION: Cell membrane {ECO:0000269|PubMed:24560577}; Single-pass type I membrane protein {ECO:0000305}. Cell projection, axon {ECO:0000250|UniProtKB:O89026}. Endoplasmic reticulum-Golgi intermediate compartment membrane {ECO:0000250|UniProtKB:O55005}; Single-pass membrane protein {ECO:0000250|UniProtKB:O55005}. Note=Detected at growth cones in thalamus neurons. Detected at growth cones in thalamus neurons (By similarity). PRRG4 prevents cell surface location and both colocalize in the Endoplasmic reticulum/Golgi adjacent to the cell nucleus (By similarity). {ECO:0000250|UniProtKB:O55005, ECO:0000250|UniProtKB:O89026}.	NA	TOPO_DOM 26..897;  /note=Extracellular;  /evidence=ECO:0000255; TOPO_DOM 919..1651;  /note=Cytoplasmic;  /evidence=ECO:0000255	TRANSMEM 898..918;  /note=Helical;  /evidence=ECO:0000255
Q9HCK4	SUBCELLULAR LOCATION: Membrane {ECO:0000305}; Single-pass type I membrane protein {ECO:0000305}.	NA	TOPO_DOM 22..859;  /note=Extracellular;  /evidence=ECO:0000255; TOPO_DOM 881..1378;  /note=Cytoplasmic;  /evidence=ECO:0000255	TRANSMEM 860..880;  /note=Helical;  /evidence=ECO:0000255
Q96MS0	SUBCELLULAR LOCATION: Membrane {ECO:0000250|UniProtKB:Q9Z2I4}; Single-pass type I membrane protein {ECO:0000255}.	NA	TOPO_DOM 21..891;  /note=Extracellular;  /evidence=ECO:0000255; TOPO_DOM 913..1386;  /note=Cytoplasmic;  /evidence=ECO:0000255	TRANSMEM 892..912;  /note=Helical;  /evidence=ECO:0000255
Q8WZ75	NA	NA	NA	NA
Q01973	SUBCELLULAR LOCATION: Membrane {ECO:0000269|PubMed:27162350}; Single-pass type I membrane protein. Cell projection, axon {ECO:0000250|UniProtKB:Q9Z139}.	NA	TOPO_DOM 30..406;  /note=Extracellular;  /evidence=ECO:0000255; TOPO_DOM 428..937;  /note=Cytoplasmic;  /evidence=ECO:0000255	TRANSMEM 407..427;  /note=Helical;  /evidence=ECO:0000255
Q01974	SUBCELLULAR LOCATION: Cell membrane {ECO:0000250}; Single-pass type I membrane protein {ECO:0000250}.	NA	TOPO_DOM 34..403;  /note=Extracellular;  /evidence=ECO:0000255; TOPO_DOM 425..943;  /note=Cytoplasmic;  /evidence=ECO:0000255	TRANSMEM 404..424;  /note=Helical;  /evidence=ECO:0000255
P08865	SUBCELLULAR LOCATION: Cell membrane. Cytoplasm. Nucleus {ECO:0000255|HAMAP-Rule:MF_03016}. Note=67LR is found at the surface of the plasma membrane, with its C-terminal laminin-binding domain accessible to extracellular ligands. 37LRP is found at the cell surface, in the cytoplasm and in the nucleus (By similarity). Colocalizes with PPP1R16B in the cell membrane. {ECO:0000255|HAMAP-Rule:MF_03016}.	NA	NA	NA
Q9BZR6	SUBCELLULAR LOCATION: Cell membrane {ECO:0000269|PubMed:12426574, ECO:0000269|PubMed:12694398, ECO:0000269|PubMed:12839991, ECO:0000269|PubMed:16712417, ECO:0000269|PubMed:18411262}; Lipid-anchor, GPI-anchor {ECO:0000269|PubMed:12694398}. Membrane raft {ECO:0000269|PubMed:12694398}. Cell projection, dendrite {ECO:0000250|UniProtKB:Q99PI8}. Cell projection, axon {ECO:0000250|UniProtKB:Q99PI8}. Perikaryon {ECO:0000250|UniProtKB:Q99M75}. Note=Detected along dendrites and axons, close to synapses, but clearly excluded from synapses. {ECO:0000250|UniProtKB:Q99PI8}.	NA	NA	NA
Q86UN2	SUBCELLULAR LOCATION: Cell membrane {ECO:0000269|PubMed:12694398}; Lipid-anchor, GPI-anchor {ECO:0000269|PubMed:12694398}. Membrane raft {ECO:0000269|PubMed:12694398}. Perikaryon {ECO:0000250|UniProtKB:Q80WD0}. Cell projection {ECO:0000250|UniProtKB:Q80WD0}. Note=Localized to the surface of neurons, including axons. {ECO:0000250|UniProtKB:Q80WD0}.	NA	NA	NA
Q9HBX9	SUBCELLULAR LOCATION: Cell membrane {ECO:0000269|PubMed:16051677}; Multi-pass membrane protein {ECO:0000269|PubMed:16051677}.	NA	TOPO_DOM 1..409;  /note=Extracellular;  /evidence=ECO:0000255; TOPO_DOM 431..443;  /note=Cytoplasmic;  /evidence=ECO:0000255; TOPO_DOM 465..486;  /note=Extracellular;  /evidence=ECO:0000255; TOPO_DOM 508..527;  /note=Cytoplasmic;  /evidence=ECO:0000255; TOPO_DOM 549..577;  /note=Extracellular;  /evidence=ECO:0000255; TOPO_DOM 599..629;  /note=Cytoplasmic;  /evidence=ECO:0000255; TOPO_DOM 651;  /note=Extracellular;  /evidence=ECO:0000255; TOPO_DOM 673..757;  /note=Cytoplasmic;  /evidence=ECO:0000255	TRANSMEM 410..430;  /note=Helical; Name=1;  /evidence=ECO:0000255; TRANSMEM 444..464;  /note=Helical; Name=2;  /evidence=ECO:0000255; TRANSMEM 487..507;  /note=Helical; Name=3;  /evidence=ECO:0000255; TRANSMEM 528..548;  /note=Helical; Name=4;  /evidence=ECO:0000255; TRANSMEM 578..598;  /note=Helical; Name=5;  /evidence=ECO:0000255; TRANSMEM 630..650;  /note=Helical; Name=6;  /evidence=ECO:0000255; TRANSMEM 652..672;  /note=Helical; Name=7;  /evidence=ECO:0000255
Q8WXD0	SUBCELLULAR LOCATION: Cell membrane; Multi-pass membrane protein.	NA	TOPO_DOM 1..416;  /note=Extracellular;  /evidence=ECO:0000255; TOPO_DOM 438..455;  /note=Cytoplasmic;  /evidence=ECO:0000255; TOPO_DOM 477..495;  /note=Extracellular;  /evidence=ECO:0000255; TOPO_DOM 519..537;  /note=Cytoplasmic;  /evidence=ECO:0000255; TOPO_DOM 559..592;  /note=Extracellular;  /evidence=ECO:0000255; TOPO_DOM 614..639;  /note=Cytoplasmic;  /evidence=ECO:0000255; TOPO_DOM 661..670;  /note=Extracellular;  /evidence=ECO:0000255; TOPO_DOM 692..754;  /note=Cytoplasmic;  /evidence=ECO:0000255	TRANSMEM 417..437;  /note=Helical; Name=1;  /evidence=ECO:0000255; TRANSMEM 456..476;  /note=Helical; Name=2;  /evidence=ECO:0000255; TRANSMEM 496..518;  /note=Helical; Name=3;  /evidence=ECO:0000255; TRANSMEM 538..558;  /note=Helical; Name=4;  /evidence=ECO:0000255; TRANSMEM 593..613;  /note=Helical; Name=5;  /evidence=ECO:0000255; TRANSMEM 640..660;  /note=Helical; Name=6;  /evidence=ECO:0000255; TRANSMEM 671..691;  /note=Helical; Name=7;  /evidence=ECO:0000255
Q9NSD7	SUBCELLULAR LOCATION: Cell membrane; Multi-pass membrane protein.	NA	TOPO_DOM 1..81;  /note=Extracellular;  /evidence=ECO:0000255; TOPO_DOM 103..119;  /note=Cytoplasmic;  /evidence=ECO:0000255; TOPO_DOM 141..156;  /note=Extracellular;  /evidence=ECO:0000255; TOPO_DOM 178..215;  /note=Cytoplasmic;  /evidence=ECO:0000255; TOPO_DOM 237..270;  /note=Extracellular;  /evidence=ECO:0000255; TOPO_DOM 292..329;  /note=Cytoplasmic;  /evidence=ECO:0000255; TOPO_DOM 351..356;  /note=Extracellular;  /evidence=ECO:0000255; TOPO_DOM 378..469;  /note=Cytoplasmic;  /evidence=ECO:0000255	TRANSMEM 82..102;  /note=Helical; Name=1;  /evidence=ECO:0000255; TRANSMEM 120..140;  /note=Helical; Name=2;  /evidence=ECO:0000255; TRANSMEM 157..177;  /note=Helical; Name=3;  /evidence=ECO:0000255; TRANSMEM 216..236;  /note=Helical; Name=4;  /evidence=ECO:0000255; TRANSMEM 271..291;  /note=Helical; Name=5;  /evidence=ECO:0000255; TRANSMEM 330..350;  /note=Helical; Name=6;  /evidence=ECO:0000255; TRANSMEM 357..377;  /note=Helical; Name=7;  /evidence=ECO:0000255
Q9NSD71	SUBCELLULAR LOCATION: Cell membrane; Multi-pass membrane protein.	NA	TOPO_DOM 1..81;  /note=Extracellular;  /evidence=ECO:0000255; TOPO_DOM 103..119;  /note=Cytoplasmic;  /evidence=ECO:0000255; TOPO_DOM 141..156;  /note=Extracellular;  /evidence=ECO:0000255; TOPO_DOM 178..215;  /note=Cytoplasmic;  /evidence=ECO:0000255; TOPO_DOM 237..270;  /note=Extracellular;  /evidence=ECO:0000255; TOPO_DOM 292..329;  /note=Cytoplasmic;  /evidence=ECO:0000255; TOPO_DOM 351..356;  /note=Extracellular;  /evidence=ECO:0000255; TOPO_DOM 378..469;  /note=Cytoplasmic;  /evidence=ECO:0000255	TRANSMEM 82..102;  /note=Helical; Name=1;  /evidence=ECO:0000255; TRANSMEM 120..140;  /note=Helical; Name=2;  /evidence=ECO:0000255; TRANSMEM 157..177;  /note=Helical; Name=3;  /evidence=ECO:0000255; TRANSMEM 216..236;  /note=Helical; Name=4;  /evidence=ECO:0000255; TRANSMEM 271..291;  /note=Helical; Name=5;  /evidence=ECO:0000255; TRANSMEM 330..350;  /note=Helical; Name=6;  /evidence=ECO:0000255; TRANSMEM 357..377;  /note=Helical; Name=7;  /evidence=ECO:0000255
Q8TDU9	SUBCELLULAR LOCATION: Cell membrane; Multi-pass membrane protein.	NA	TOPO_DOM 1..43;  /note=Extracellular;  /evidence=ECO:0000255; TOPO_DOM 65..78;  /note=Cytoplasmic;  /evidence=ECO:0000255; TOPO_DOM 100..116;  /note=Extracellular;  /evidence=ECO:0000255; TOPO_DOM 138..154;  /note=Cytoplasmic;  /evidence=ECO:0000255; TOPO_DOM 176..209;  /note=Extracellular;  /evidence=ECO:0000255; TOPO_DOM 231..249;  /note=Cytoplasmic;  /evidence=ECO:0000255; TOPO_DOM 271..281;  /note=Extracellular;  /evidence=ECO:0000255; TOPO_DOM 303..374;  /note=Cytoplasmic;  /evidence=ECO:0000255	TRANSMEM 44..64;  /note=Helical; Name=1;  /evidence=ECO:0000255; TRANSMEM 79..99;  /note=Helical; Name=2;  /evidence=ECO:0000255; TRANSMEM 117..137;  /note=Helical; Name=3;  /evidence=ECO:0000255; TRANSMEM 155..175;  /note=Helical; Name=4;  /evidence=ECO:0000255; TRANSMEM 210..230;  /note=Helical; Name=5;  /evidence=ECO:0000255; TRANSMEM 250..270;  /note=Helical; Name=6;  /evidence=ECO:0000255; TRANSMEM 282..302;  /note=Helical; Name=7;  /evidence=ECO:0000255
P34925	SUBCELLULAR LOCATION: Membrane {ECO:0000250}; Single-pass type I membrane protein {ECO:0000250}. Nucleus {ECO:0000250}. Cytoplasm {ECO:0000250}. Note=In cells that have undergone neuronal differentiation, the C-terminal cleaved part is translocated from the cytoplasm to the nucleus. {ECO:0000250}.	NA	TOPO_DOM 26..227;  /note=Extracellular;  /evidence=ECO:0000255; TOPO_DOM 249..607;  /note=Cytoplasmic;  /evidence=ECO:0000255	TRANSMEM 228..248;  /note=Helical;  /evidence=ECO:0000255
P21453	SUBCELLULAR LOCATION: Cell membrane; Multi-pass membrane protein. Endosome. Membrane raft. Note=Recruited to caveolin-enriched plasma membrane microdomains in response to oxidized 1-palmitoyl-2-arachidonoyl-sn-glycero-3-phosphocholine. Ligand binding leads to receptor internalization.	NA	TOPO_DOM 1..46;  /note=Extracellular;  /evidence=ECO:0000269|PubMed:15750791; TOPO_DOM 69..82;  /note=Cytoplasmic;  /evidence=ECO:0000269|PubMed:15750791; TOPO_DOM 105..116;  /note=Extracellular;  /evidence=ECO:0000269|PubMed:15750791; TOPO_DOM 139..160;  /note=Cytoplasmic;  /evidence=ECO:0000269|PubMed:15750791; TOPO_DOM 183..196;  /note=Extracellular;  /evidence=ECO:0000269|PubMed:15750791; TOPO_DOM 225..257;  /note=Cytoplasmic;  /evidence=ECO:0000269|PubMed:15750791; TOPO_DOM 279..289;  /note=Extracellular;  /evidence=ECO:0000269|PubMed:15750791; TOPO_DOM 311..382;  /note=Cytoplasmic;  /evidence=ECO:0000269|PubMed:15750791	TRANSMEM 47..68;  /note=Helical; Name=1; TRANSMEM 83..104;  /note=Helical; Name=2; TRANSMEM 117..138;  /note=Helical; Name=3; TRANSMEM 161..182;  /note=Helical; Name=4; TRANSMEM 197..224;  /note=Helical; Name=5; TRANSMEM 258..278;  /note=Helical; Name=6; TRANSMEM 290..310;  /note=Helical; Name=7
Q99500	SUBCELLULAR LOCATION: Cell membrane; Multi-pass membrane protein.	NA	TOPO_DOM 1..40;  /note=Extracellular;  /evidence=ECO:0000250; TOPO_DOM 66..72;  /note=Cytoplasmic;  /evidence=ECO:0000250; TOPO_DOM 102..115;  /note=Extracellular;  /evidence=ECO:0000250; TOPO_DOM 135..153;  /note=Cytoplasmic;  /evidence=ECO:0000250; TOPO_DOM 180..195;  /note=Extracellular;  /evidence=ECO:0000250; TOPO_DOM 217..243;  /note=Cytoplasmic;  /evidence=ECO:0000250; TOPO_DOM 266..281;  /note=Extracellular;  /evidence=ECO:0000250; TOPO_DOM 303..378;  /note=Cytoplasmic;  /evidence=ECO:0000250	TRANSMEM 41..65;  /note=Helical; Name=1;  /evidence=ECO:0000250; TRANSMEM 73..101;  /note=Helical; Name=2;  /evidence=ECO:0000250; TRANSMEM 116..134;  /note=Helical; Name=3;  /evidence=ECO:0000250; TRANSMEM 154..179;  /note=Helical; Name=4;  /evidence=ECO:0000250; TRANSMEM 196..216;  /note=Helical; Name=5;  /evidence=ECO:0000250; TRANSMEM 244..265;  /note=Helical; Name=6;  /evidence=ECO:0000250; TRANSMEM 282..302;  /note=Helical; Name=7;  /evidence=ECO:0000250
O95977	SUBCELLULAR LOCATION: Cell membrane; Multi-pass membrane protein.	NA	TOPO_DOM 1..50;  /note=Extracellular;  /evidence=ECO:0000250; TOPO_DOM 72..84;  /note=Cytoplasmic;  /evidence=ECO:0000250; TOPO_DOM 106..117;  /note=Extracellular;  /evidence=ECO:0000250; TOPO_DOM 139..161;  /note=Cytoplasmic;  /evidence=ECO:0000250; TOPO_DOM 183..206;  /note=Extracellular;  /evidence=ECO:0000250; TOPO_DOM 228..252;  /note=Cytoplasmic;  /evidence=ECO:0000250; TOPO_DOM 274..288;  /note=Extracellular;  /evidence=ECO:0000250; TOPO_DOM 310..384;  /note=Cytoplasmic;  /evidence=ECO:0000250	TRANSMEM 51..71;  /note=Helical; Name=1;  /evidence=ECO:0000250; TRANSMEM 85..105;  /note=Helical; Name=2;  /evidence=ECO:0000250; TRANSMEM 118..138;  /note=Helical; Name=3;  /evidence=ECO:0000250; TRANSMEM 162..182;  /note=Helical; Name=4;  /evidence=ECO:0000250; TRANSMEM 207..227;  /note=Helical; Name=5;  /evidence=ECO:0000250; TRANSMEM 253..273;  /note=Helical; Name=6;  /evidence=ECO:0000250; TRANSMEM 289..309;  /note=Helical; Name=7;  /evidence=ECO:0000250
Q9H228	SUBCELLULAR LOCATION: Cell membrane; Multi-pass membrane protein.	NA	TOPO_DOM 1..40;  /note=Extracellular;  /evidence=ECO:0000250; TOPO_DOM 62..70;  /note=Cytoplasmic;  /evidence=ECO:0000250; TOPO_DOM 92..111;  /note=Extracellular;  /evidence=ECO:0000250; TOPO_DOM 133..151;  /note=Cytoplasmic;  /evidence=ECO:0000250; TOPO_DOM 173..192;  /note=Extracellular;  /evidence=ECO:0000250; TOPO_DOM 214..252;  /note=Cytoplasmic;  /evidence=ECO:0000250; TOPO_DOM 274..287;  /note=Extracellular;  /evidence=ECO:0000250; TOPO_DOM 309..398;  /note=Cytoplasmic;  /evidence=ECO:0000250	TRANSMEM 41..61;  /note=Helical; Name=1;  /evidence=ECO:0000250; TRANSMEM 71..91;  /note=Helical; Name=2;  /evidence=ECO:0000250; TRANSMEM 112..132;  /note=Helical; Name=3;  /evidence=ECO:0000250; TRANSMEM 152..172;  /note=Helical; Name=4;  /evidence=ECO:0000250; TRANSMEM 193..213;  /note=Helical; Name=5;  /evidence=ECO:0000250; TRANSMEM 253..273;  /note=Helical; Name=6;  /evidence=ECO:0000250; TRANSMEM 288..308;  /note=Helical; Name=7;  /evidence=ECO:0000250
Q8WTV0	SUBCELLULAR LOCATION: Cell membrane {ECO:0000269|PubMed:26965621}; Multi-pass membrane protein. Membrane, caveola {ECO:0000250|UniProtKB:Q61009}; Multi-pass membrane protein. Note=Predominantly localized to cholesterol and sphingomyelin-enriched domains within the plasma membrane, called caveolae.	NA	TOPO_DOM 1..11;  /note=Cytoplasmic;  /evidence=ECO:0000255; TOPO_DOM 33..443;  /note=Extracellular;  /evidence=ECO:0000255; TOPO_DOM 465..552;  /note=Cytoplasmic;  /evidence=ECO:0000255	TRANSMEM 12..32;  /note=Helical;  /evidence=ECO:0000255; TRANSMEM 444..464;  /note=Helical;  /evidence=ECO:0000255
Q14162	SUBCELLULAR LOCATION: Membrane {ECO:0000305}; Single-pass type I membrane protein {ECO:0000305}.	NA	TOPO_DOM 20..421;  /note=Extracellular;  /evidence=ECO:0000255; TOPO_DOM 443..830;  /note=Cytoplasmic;  /evidence=ECO:0000255	TRANSMEM 422..442;  /note=Helical;  /evidence=ECO:0000255
Q141621	SUBCELLULAR LOCATION: Membrane {ECO:0000305}; Single-pass type I membrane protein {ECO:0000305}.	NA	TOPO_DOM 20..421;  /note=Extracellular;  /evidence=ECO:0000255; TOPO_DOM 443..830;  /note=Cytoplasmic;  /evidence=ECO:0000255	TRANSMEM 422..442;  /note=Helical;  /evidence=ECO:0000255
Q14524	SUBCELLULAR LOCATION: Cell membrane {ECO:0000269|PubMed:1309946, ECO:0000269|PubMed:19074138, ECO:0000269|PubMed:21447824, ECO:0000269|PubMed:23085483, ECO:0000269|PubMed:23420830, ECO:0000269|PubMed:25370050, ECO:0000269|PubMed:26279430}; Multi-pass membrane protein {ECO:0000250|UniProtKB:D0E0C2}. Cytoplasm, perinuclear region {ECO:0000269|PubMed:21447824}. Cell membrane, sarcolemma, T-tubule {ECO:0000250|UniProtKB:P15389}. Note=RANGRF promotes trafficking to the cell membrane. {ECO:0000269|PubMed:21447824, ECO:0000269|PubMed:23420830}.	INTRAMEM 358..382;  /note=Pore-forming;  /evidence=ECO:0000250|UniProtKB:D0E0C2; INTRAMEM 884..904;  /note=Pore-forming;  /evidence=ECO:0000250|UniProtKB:D0E0C2; INTRAMEM 1406..1427;  /note=Pore-forming;  /evidence=ECO:0000250|UniProtKB:D0E0C2; INTRAMEM 1697..1719;  /note=Pore-forming;  /evidence=ECO:0000250|UniProtKB:D0E0C2	TOPO_DOM 1..131;  /note=Cytoplasmic;  /evidence=ECO:0000305; TOPO_DOM 151..157;  /note=Extracellular;  /evidence=ECO:0000305; TOPO_DOM 179..192;  /note=Cytoplasmic;  /evidence=ECO:0000305; TOPO_DOM 211..216;  /note=Extracellular;  /evidence=ECO:0000305; TOPO_DOM 234..252;  /note=Cytoplasmic;  /evidence=ECO:0000305; TOPO_DOM 273..357;  /note=Extracellular;  /evidence=ECO:0000305; TOPO_DOM 383..389;  /note=Extracellular;  /evidence=ECO:0000305; TOPO_DOM 411..717;  /note=Cytoplasmic;  /evidence=ECO:0000305; TOPO_DOM 737..747;  /note=Extracellular;  /evidence=ECO:0000305; TOPO_DOM 768..781;  /note=Cytoplasmic;  /evidence=ECO:0000305; TOPO_DOM 802..803;  /note=Extracellular;  /evidence=ECO:0000305; TOPO_DOM 822..837;  /note=Cytoplasmic;  /evidence=ECO:0000305; TOPO_DOM 857..883;  /note=Extracellular;  /evidence=ECO:0000305; TOPO_DOM 905..917;  /note=Extracellular;  /evidence=ECO:0000305; TOPO_DOM 939..1206;  /note=Cytoplasmic;  /evidence=ECO:0000305; TOPO_DOM 1225..1237;  /note=Extracellular;  /evidence=ECO:0000305; TOPO_DOM 1257..1270;  /note=Cytoplasmic;  /evidence=ECO:0000305; TOPO_DOM 1290..1297;  /note=Extracellular;  /evidence=ECO:0000305; TOPO_DOM 1317..1333;  /note=Cytoplasmic;  /evidence=ECO:0000305; TOPO_DOM 1354..1405;  /note=Extracellular;  /evidence=ECO:0000305; TOPO_DOM 1428..1444;  /note=Extracellular;  /evidence=ECO:0000305; TOPO_DOM 1467..1529;  /note=Cytoplasmic;  /evidence=ECO:0000305; TOPO_DOM 1548..1558;  /note=Extracellular;  /evidence=ECO:0000305; TOPO_DOM 1578..1589;  /note=Cytoplasmic;  /evidence=ECO:0000305; TOPO_DOM 1608..1620;  /note=Extracellular;  /evidence=ECO:0000305; TOPO_DOM 1638..1656;  /note=Cytoplasmic;  /evidence=ECO:0000305; TOPO_DOM 1675..1696;  /note=Extracellular;  /evidence=ECO:0000305; TOPO_DOM 1720..1748;  /note=Extracellular;  /evidence=ECO:0000305; TOPO_DOM 1772..2016;  /note=Cytoplasmic;  /evidence=ECO:0000305	TRANSMEM 132..150;  /note=Helical; Name=S1 of repeat I;  /evidence=ECO:0000250|UniProtKB:D0E0C2; TRANSMEM 158..178;  /note=Helical; Name=S2 of repeat I;  /evidence=ECO:0000250|UniProtKB:D0E0C2; TRANSMEM 193..210;  /note=Helical; Name=S3 of repeat I;  /evidence=ECO:0000250|UniProtKB:D0E0C2; TRANSMEM 217..233;  /note=Helical; Name=S4 of repeat I;  /evidence=ECO:0000250|UniProtKB:D0E0C2; TRANSMEM 253..272;  /note=Helical; Name=S5 of repeat I;  /evidence=ECO:0000250|UniProtKB:D0E0C2; TRANSMEM 390..410;  /note=Helical; Name=S6 of repeat I;  /evidence=ECO:0000250|UniProtKB:D0E0C2; TRANSMEM 718..736;  /note=Helical; Name=S1 of repeat II;  /evidence=ECO:0000250|UniProtKB:D0E0C2; TRANSMEM 748..767;  /note=Helical; Name=S2 of repeat II;  /evidence=ECO:0000250|UniProtKB:D0E0C2; TRANSMEM 782..801;  /note=Helical; Name=S3 of repeat II;  /evidence=ECO:0000250|UniProtKB:D0E0C2; TRANSMEM 804..821;  /note=Helical; Name=S4 of repeat II;  /evidence=ECO:0000250|UniProtKB:D0E0C2; TRANSMEM 838..856;  /note=Helical; Name=S5 of repeat II;  /evidence=ECO:0000250|UniProtKB:D0E0C2; TRANSMEM 918..938;  /note=Helical; Name=S6 of repeat II;  /evidence=ECO:0000250|UniProtKB:D0E0C2; TRANSMEM 1207..1224;  /note=Helical; Name=S1 of repeat III;  /evidence=ECO:0000250|UniProtKB:D0E0C2; TRANSMEM 1238..1256;  /note=Helical; Name=S2 of repeat III;  /evidence=ECO:0000250|UniProtKB:D0E0C2; TRANSMEM 1271..1289;  /note=Helical; Name=S3 of repeat III;  /evidence=ECO:0000250|UniProtKB:D0E0C2; TRANSMEM 1298..1316;  /note=Helical; Name=S4 of repeat III;  /evidence=ECO:0000250|UniProtKB:D0E0C2; TRANSMEM 1334..1353;  /note=Helical; Name=S5 of repeat III;  /evidence=ECO:0000250|UniProtKB:D0E0C2; TRANSMEM 1445..1466;  /note=Helical; Name=S6 of repeat III;  /evidence=ECO:0000250|UniProtKB:D0E0C2; TRANSMEM 1530..1547;  /note=Helical; Name=S1 of repeat IV;  /evidence=ECO:0000250|UniProtKB:D0E0C2; TRANSMEM 1559..1577;  /note=Helical; Name=S2 of repeat IV;  /evidence=ECO:0000250|UniProtKB:D0E0C2; TRANSMEM 1590..1607;  /note=Helical; Name=S3 of repeat IV;  /evidence=ECO:0000250|UniProtKB:D0E0C2; TRANSMEM 1621..1637;  /note=Helical; Name=S4 of repeat IV;  /evidence=ECO:0000250|UniProtKB:D0E0C2; TRANSMEM 1657..1674;  /note=Helical; Name=S5 of repeat IV;  /evidence=ECO:0000250|UniProtKB:D0E0C2; TRANSMEM 1749..1771;  /note=Helical; Name=S6 of repeat IV;  /evidence=ECO:0000250|UniProtKB:D0E0C2
